team,epa_pass,epa_rush,yards_per_game,scoring_per_game,scoring_pct,epa_pass_grade,epa_rush_grade,yards_per_game_grade,scoring_per_game_grade,scoring_pct_grade,overall_grade
NO,-0.07947098523122224,-0.10075543142218808,313.70588235294116,16.941176470588236,0.3409090909090909,23.721148167258992,8.855518727248768,36.547162835055936,9.834823196860082,13.87841547453833,18.808405477463978
NYG,-0.00799364103163586,0.03560296260145767,333.8235294117647,22.058823529411764,0.4069767441860465,42.55182650420481,74.47791063323395,57.311678258067,48.47445227400692,49.12505961378562,55.327166352153036
NYJ,-0.17990319758022866,-0.060967263808689456,263.29411764705884,16.470588235294116,0.30434782608695654,7.262803114747901,22.24838818820266,4.771498909135108,7.982967097697791,4.7013073605062905,10.398821763154851
PHI,0.04363760569775974,0.005360122514597971,311.3529411764706,21.235294117647058,0.3575418994413408,57.661614734864216,58.42697958913735,34.25009233951559,40.522537440457754,20.66883867428221,46.04355840442329
PIT,0.028563048064464486,0.01884370775895114,305.7647058823529,22.176470588235293,0.4044943820224719,53.267405871649856,65.96003184577448,29.03489766692755,49.62301368150382,47.53188874884449,50.29163057392681
SEA,0.11222761627454893,-0.04906489319153211,351.70588235294116,26.294117647058822,0.47593582887700536,75.78616792268964,27.807460996943533,74.33840190516479,84.09881619967831,86.1810873512636,66.20395958600328
SF,0.15869334623580933,-0.004373011192295888,351.6470588235294,25.352941176470587,0.49122807017543857,85.1377441562892,52.770818976304255,74.28862068633084,77.87958030120458,90.90187958224261,74.00096893887971
TB,-0.026403630237564108,0.013814921773029086,320.6470588235294,21.529411764705884,0.40437158469945356,37.309683109295676,63.20638518679108,43.57980392108749,43.335213622934994,47.45315924580278,47.257336507406464
TEN,-0.22078491867444994,-0.057315641041331154,259.5882352941176,15.529411764705882,0.31693989071038253,3.9356522258942706,23.88329179760812,3.880523702812766,5.085568008146613,7.054203997630459,9.45337474783052
WAS,-0.007612567068307495,0.019198304374926253,319.0,20.0,0.3772455089820359,42.66209044852147,66.15122824619814,41.88349885430931,29.38273708122463,30.82963456931893,44.53954031771858
